Name	Reel	Media Start	Media End	Tracks	Comment 1	Log Note
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_GALERIERAEUME_05_MOV	VTZT10_020_TC2	01:15:14:19	01:15:17:11	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_AUSSTELLUNGSHALLE_20_MOV	VTZT10_020_TC2	01:15:17:11	01:15:25:15	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_AUSSTELLUNGSHALLE_11_MOV	VTZT10_020_TC2	01:15:25:15	01:15:34:08	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_GROSSER_SAAL_01_MOV	VTZT10_019	01:15:34:08	01:15:39:04	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_GROSSER_SAAL_23_MOV	VTZT10_020_TC1	01:15:39:04	01:15:45:11	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_GROSSER_SAAL_17_MOV	VTZT10_020_TC1	01:15:45:11	01:15:51:20	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_RAUM_ROTUNDE_01_MOV	VTZT10_019	01:15:51:20	01:15:57:12	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_RAUM_ROTUNDE_02_MOV	VTZT10_019	01:15:57:12	01:16:02:01	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_RAUM_ROTUNDE_12_MOV	VTZT10_020_TC2	01:16:02:01	01:16:06:14	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_INNEN_RAUM_ROTUNDE_17_MOV	VTZT10_020_TC2	01:16:06:14	01:16:12:06	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_AUSSEN_INNENHOF_06_MOV	VTZT10_019	01:16:12:06	01:16:15:12	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_AUSSEN_INNENHOF_02_MOV	VTZT10_019	01:16:15:12	01:16:21:20	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_AUSSEN_INNENHOF_12_MOV	VTZT10_020_TC2	01:16:21:20	01:16:29:00	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_AUSSEN_INNENHOF_62_MOV	VTZT10_021	01:16:29:00	01:16:32:17	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_AUSSEN_INNENHOF_08_MOV	VTZT10_019	01:16:32:17	01:16:39:07	1V,4A		
FX_SHOTS_MOV	VTZT10_048	01:16:39:07	01:16:52:17	1V,4A		
TEXT	Tape_001	01:16:52:17	01:16:56:13	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_AUSSEN26_MOV	Tape_001	01:16:56:13	01:17:03:11	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_AUSSEN32_MOV	Tape_001	01:17:03:11	01:17:06:11	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_AUSSEN12_MOV	Tape_001	01:17:06:11	01:17:10:00	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_AUSSEN16_MOV	Tape_001	01:17:10:00	01:17:13:14	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_AUSSEN22_MOV	Tape_001	01:17:13:14	01:17:17:05	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_AUSSEN33_MOV	Tape_001	01:17:17:05	01:17:20:21	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_AUSSEN2_MOV	Tape_001	01:17:20:21	01:17:43:15	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_AUSSEN9_MOV	Tape_001	01:17:43:15	01:17:46:10	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_INNEN13_MOV	Tape_001	01:17:46:10	01:17:50:06	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_INNEN15_MOV	Tape_001	01:17:50:06	01:17:53:12	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_INNEN8_MOV	Tape_001	01:17:53:12	01:17:56:07	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_VERANSTALTUNG_INNEN1_MOV	Tape_001	01:17:56:07	01:17:59:15	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_VERANSTALTUNG_INNEN4_MOV	Tape_001	01:17:59:15	01:18:02:17	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_VERANSTALTUNG_INNEN5_MOV	Tape_001	01:18:02:17	01:18:05:05	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER21_MOV	Tape_001	01:18:05:05	01:18:07:24	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER22_MOV	Tape_001	01:18:07:24	01:18:10:16	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER40_MOV	Tape_001	01:18:10:16	01:18:12:22	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER15_MOV	Tape_001	01:18:12:22	01:18:16:21	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER20_MOV	Tape_001	01:18:16:21	01:18:21:13	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER1_MOV	Tape_001	01:18:21:13	01:18:23:23	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER9_MOV	Tape_001	01:18:23:23	01:18:25:21	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER28_MOV	Tape_001	01:18:25:21	01:18:27:17	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_PAPIERFLIEGER33_MOV	Tape_001	01:18:27:17	01:18:31:11	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_GEBAEUDE_1_MOV	Tape_001	01:18:31:11	01:18:34:13	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_VERANSTALTUNG_AUSSEN12_MO	Tape_001	01:18:31:11	01:18:46:15	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_VERANSTALTUNG_AUSSEN12_MO	Tape_001	01:18:34:13	01:18:37:16	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_VERANSTALTUNG_AUSSEN1_MOV	Tape_001	01:18:37:16	01:18:40:20	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_VERANSTALTUNG_AUSSEN5_MOV	Tape_001	01:18:40:20	01:18:42:17	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_VERANSTALTUNG_AUSSEN20_MO	Tape_001	01:18:42:17	01:18:46:15	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_09_MOV	Tape_001	01:18:46:15	01:18:49:08	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_10_MOV	Tape_001	01:18:49:08	01:18:53:03	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_12_MOV	Tape_001	01:18:53:03	01:18:55:07	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_13_MOV	Tape_001	01:18:55:07	01:18:59:23	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_16_MOV	Tape_001	01:18:59:23	01:19:02:07	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_18_MOV	Tape_001	01:19:02:07	01:19:05:14	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_04_MOV	Tape_001	01:19:05:14	01:19:08:10	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_20_MOV	Tape_001	01:19:08:10	01:19:11:19	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_28_MOV	Tape_001	01:19:11:19	01:19:16:02	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_29_MOV	Tape_001	01:19:16:02	01:19:19:14	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_30_MOV	Tape_001	01:19:19:14	01:19:22:24	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_31_MOV	Tape_001	01:19:22:24	01:19:25:19	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_32_MOV	Tape_001	01:19:25:19	01:19:28:24	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_37_MOV	Tape_001	01:19:28:24	01:19:31:16	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_38_MOV	Tape_001	01:19:31:16	01:19:34:13	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_46_MOV	Tape_001	01:19:34:13	01:19:36:24	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_50_MOV	Tape_001	01:19:36:24	01:19:39:13	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_39_MOV	Tape_001	01:19:39:13	01:19:43:13	1V,4A		
KLOSTERNEUBURG_MARIA_GUGGING_IST_40_MOV	Tape_001	01:19:43:13	01:19:47:10	1V,4A		
TEXT	Tape_001	01:19:47:10	01:19:51:06	1V,4A		
KLOSTERNEUBURG_ESSL_MUSEUM_AUSSEN_14_MOV	VTZT10_020_TC1	01:19:51:06	01:19:54:07	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_02_MOV	VTZT10_020_TC1	01:19:54:07	01:19:57:02	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_07_MOV	VTZT10_022	01:19:57:02	01:20:01:04	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_77_MOV	VTZT10_023	01:20:01:04	01:20:07:23	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_66_MOV	Tape_001	01:20:07:23	01:20:10:12	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_60_MOV	VTZT10_023	01:20:10:12	01:20:12:17	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_44_MOV	VTZT10_023	01:20:12:17	01:20:16:00	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_20_MOV	VTZT10_022	01:20:16:00	01:20:18:24	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_29_MOV	VTZT10_023	01:20:18:24	01:20:28:22	1V,4A		
KLOSTERNEUBURG_STIFT_AUSSEN_42_MOV	VTZT10_023	01:20:28:22	01:20:37:03	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_09_MOV	VTZT10_023	01:20:37:03	01:20:41:08	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_05_MOV	VTZT10_023	01:20:41:08	01:20:45:02	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_GRUENE_STIEGE_01_MOV	VTZT10_022	01:20:45:02	01:20:48:12	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_GRUENE_STIEGE_05_MOV	VTZT10_022	01:20:48:12	01:20:53:17	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_GAENGE_11_MOV	VTZT10_022	01:20:53:17	01:21:01:13	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_GAENGE_04_MOV	VTZT10_022	01:21:01:13	01:21:05:14	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_STIEGEN_06_MOV	VTZT10_022	01:21:05:14	01:21:09:17	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_STIEGEN_03_MOV	VTZT10_022	01:21:09:17	01:21:12:13	1V,4A		
KLOSTERNEUBURG_STIFT_INNEN_GAENGE_01_MOV	VTZT10_022	01:21:12:13	01:21:18:08	1V,4A		
TEXT	Tape_001	01:21:18:08	01:21:22:04	1V,4A		
KREMS_MINORITENPLATZ_MINORITENKIRCHE_AUSSEN_8_MOV	VTZT10_036	01:21:22:04	01:21:28:18	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_KASSENBEREICH_2_M	Tape_001	01:21:28:18	01:21:37:13	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_7_MOV	VTZT10_036	01:21:37:13	01:21:46:11	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_3_MOV	VTZT10_036	01:21:46:11	01:21:56:16	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_AUSSEN_4_MOV	VTZT10_036	01:21:56:16	01:22:02:14	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_AUSSEN_1_MOV	VTZT10_036	01:22:02:14	01:22:05:05	1V,4A		
KREMS_FORUM_FROHNER_AUSSEN_12_MOV	VTZT10_035	01:22:05:05	01:22:08:01	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_AUSSEN_3_MOV	VTZT10_036	01:22:08:01	01:22:15:06	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_AUSSEN_12_MOV	VTZT10_036	01:22:15:06	01:22:17:21	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_AUSSEN_8_MOV	VTZT10_036	01:22:17:21	01:22:25:01	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_93_MOV	VTZT10_039	01:22:25:01	01:22:31:16	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_15_MOV	VTZT10_036	01:22:31:16	01:22:35:19	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_11_MOV	VTZT10_036	01:22:35:19	01:22:40:04	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_15_MOV	VTZT10_036	01:22:35:19	01:22:40:04	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_81_MOV	VTZT10_039	01:22:40:04	01:22:45:10	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_84_MOV	VTZT10_039	01:22:45:10	01:22:49:20	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_90_MOV	VTZT10_039	01:22:49:20	01:22:52:11	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_85_MOV	VTZT10_039	01:22:52:11	01:22:56:20	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_91_MOV	VTZT10_039	01:22:56:20	01:23:02:02	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_41_MOV	VTZT10_038	01:23:02:02	01:23:04:18	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_51_MOV	Tape_001	01:23:04:18	01:23:08:07	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_72_MOV	VTZT10_038	01:23:08:07	01:23:10:15	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_87_MOV	VTZT10_039	01:23:10:15	01:23:14:20	1V,4A		
TEXT	Tape_001	01:23:14:20	01:23:18:16	1V,4A		
KREMS_GOZZOBURG_AUSSEN_10_MOV	VTZT10_036	01:23:18:16	01:23:22:13	1V,4A		
KREMS_GOZZOBURG_AUSSEN_8_MOV	VTZT10_036	01:23:22:13	01:23:32:05	1V,4A		
KREMS_GOZZOBURG_INNEN_STIEGENHAUS_8_MOV	VTZT10_036	01:23:32:05	01:23:44:05	1V,4A		
KREMS_GOZZOBURG_INNEN_STIEGENHAUS_16_MOV	VTZT10_036	01:23:44:05	01:23:56:05	1V,4A		
KREMS_GOZZOBURG_INNEN_STIEGENHAUS_29_MOV	VTZT10_036	01:23:56:05	01:24:03:21	1V,4A		
KREMS_GOZZOBURG_INNEN_STIEGENHAUS_1_MOV	VTZT10_036	01:24:03:21	01:24:15:04	1V,4A		
KREMS_GOZZOBURG_INNEN_STIEGENHAUS_5_MOV	VTZT10_036	01:24:15:04	01:24:17:23	1V,4A		
KREMS_GOZZOBURG_INNEN_2_MOV	VTZT10_036	01:24:17:23	01:24:20:17	1V,4A		
KREMS_GOZZOBURG_INNEN_WAPPENSAAL_1_MOV	VTZT10_036	01:24:20:17	01:24:32:10	1V,4A		
KREMS_GOZZOBURG_INNEN_30_MOV	VTZT10_035	01:24:32:10	01:24:43:08	1V,4A		
KREMS_GOZZOBURG_AUSSEN_2_MOV	VTZT10_036	01:24:43:08	01:24:45:13	1V,4A		
KREMS_GOZZOBURG_AUSSEN_4_MOV	VTZT10_036	01:24:45:13	01:24:50:13	1V,4A		
KREMS_GOZZOBURG_INNEN_FRESKENRAUM_KREUZGEWOELBE_1_MOV	VTZT10_036	01:24:50:13	01:24:55:05	1V,4A		
KREMS_GOZZOBURG_INNEN_FRESKENRAUM_KREUZGEWOELBE_2_MOV	VTZT10_036	01:24:55:05	01:24:58:24	1V,4A		
KREMS_GOZZOBURG_INNEN_FRESKENRAUM_KREUZGEWOELBE_3_MOV	VTZT10_036	01:24:58:24	01:25:01:20	1V,4A		
TEXT	Tape_001	01:25:01:20	01:25:05:16	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_1_MOV	VTZT10_011	01:25:05:16	01:25:10:05	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_28_MOV	VTZT10_011	01:25:10:05	01:25:18:08	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_54_MOV	VTZT10_011	01:25:18:08	01:25:22:05	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_63_MOV	VTZT10_011	01:25:22:05	01:25:30:19	1V,4A		
FLUG_KREMS_MOV	Tape_001	01:25:30:19	01:25:38:15	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_14_MOV	VTZT10_011	01:25:38:15	01:25:41:18	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_34_MOV	VTZT10_011	01:25:41:18	01:25:44:21	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_39_MOV	VTZT10_011	01:25:44:21	01:25:48:17	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_29_MOV	VTZT10_011	01:25:48:17	01:25:51:15	1V,4A		
KREMS_KARIKATURENMUSEUM_AUSSEN_46_MOV	VTZT10_011	01:25:51:15	01:25:55:13	1V,4A		
KREMS_KARIKATURENMUSEUM_INNEN2_MOV	VTZT10_011	01:25:55:13	01:25:59:18	1V,4A		
KREMS_KARIKATURENMUSEUM_INNEN14_MOV	VTZT10_011_TC2	01:25:59:18	01:26:11:20	1V,4A		
KREMS_KARIKATURENMUSEUM_INNEN17_MOV	VTZT10_011_TC2	01:26:11:20	01:26:15:00	1V,4A		
KREMS_KARIKATURENMUSEUM_INNEN16_MOV	VTZT10_011_TC2	01:26:15:00	01:26:17:20	1V,4A		
KREMS_KARIKATURENMUSEUM_INNEN15_MOV	VTZT10_011_TC2	01:26:17:20	01:26:21:22	1V,4A		
KREMS_KARIKATURENMUSEUM_INNEN5_MOV	Tape_001	01:26:21:22	01:26:24:05	1V,4A		
KREMS_KARIKATURENMUSEUM_INNEN9_MOV	VTZT10_011	01:26:24:05	01:26:31:03	1V,4A		
TEXT	Tape_001	01:26:31:03	01:26:34:24	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_1_MOV	VTZT10_011	01:26:34:24	01:26:38:21	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_15_MOV	VTZT10_011	01:26:38:21	01:26:41:10	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_17_MOV	VTZT10_011	01:26:41:10	01:26:43:15	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_8_MOV	VTZT10_011	01:26:43:15	01:26:50:19	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_5_MOV	VTZT10_011	01:26:50:19	01:26:52:21	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_12_MOV	VTZT10_011	01:26:52:21	01:26:56:21	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_23_MOV	VTZT10_011	01:26:56:21	01:26:59:11	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_24_MOV	VTZT10_011	01:26:59:11	01:27:01:23	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_20_MOV	VTZT10_011	01:27:01:23	01:27:04:04	1V,4A		
KREMS_KUNSTHALLE_AUSSEN_21_MOV	VTZT10_011	01:27:04:04	01:27:06:10	1V,4A		
KREMS_KUNSTHALLE_INNEN_36_MOV	VTZT10_036	01:27:06:10	01:27:11:18	1V,4A		
KREMS_KUNSTHALLE_INNEN_10_2_MOV	VTZT10_036	01:27:11:18	01:27:14:23	1V,4A		
KREMS_KUNSTHALLE_INNEN_13_2_MOV	VTZT10_036	01:27:14:23	01:27:21:23	1V,4A		
KREMS_KUNSTHALLE_INNEN_15_2_MOV	VTZT10_036	01:27:21:23	01:27:30:07	1V,4A		
KREMS_KUNSTHALLE_INNEN_27_MOV	VTZT10_036	01:27:30:07	01:27:33:21	1V,4A		
KREMS_KUNSTHALLE_INNEN_20_2_MOV	VTZT10_036	01:27:33:21	01:27:42:05	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_98_MOV	VTZT10_039	01:27:42:05	01:27:46:15	1V,4A		
KREMS_MINORITENPLATZ_FORUM_FROHNER_INNEN_97_MOV	VTZT10_039	01:27:46:15	01:27:50:20	1V,4A		
KREMS_KUNSTHALLE_INNEN_MIT_BESUCHER_51_MOV	VTZT10_039	01:27:50:20	01:27:54:20	1V,4A		
KREMS_KUNSTHALLE_INNEN_MIT_BESUCHER_42_MOV	VTZT10_039	01:27:54:20	01:27:59:05	1V,4A		
KREMS_KUNSTHALLE_INNEN_MIT_BESUCHER_41_MOV	VTZT10_039	01:27:59:05	01:28:04:16	1V,4A		
KREMS_KUNSTHALLE_INNEN_MIT_BESUCHER_47_MOV	VTZT10_039	01:28:04:16	01:28:08:04	1V,4A		
KREMS_KUNSTHALLE_INNEN_MIT_BESUCHER_48_MOV	VTZT10_039	01:28:08:04	01:28:12:01	1V,4A		
KREMS_KUNSTHALLE_INNEN_MIT_BESUCHER_55_MOV	VTZT10_039	01:28:12:01	01:28:14:17	1V,4A		
KREMS_KUNSTHALLE_INNEN_18_2_MOV	VTZT10_036	01:28:14:17	01:28:21:19	1V,4A		
KREMS_KUNSTHALLE_INNEN_MIT_BESUCHER_74_MOV	VTZT10_039	01:28:21:19	01:28:26:10	1V,4A		
KREMS_KUNSTHALLE_INNEN_MIT_BESUCHER_71_MOV	VTZT10_039	01:28:26:10	01:28:35:09	1V,4A		
TEXT	Tape_001	01:28:35:09	01:28:39:05	1V,4A		
FX_SHOTS_MOV	VTZT10_048	01:28:39:05	01:29:01:08	1V,4A		
KREMS_MINORITENKIRCHE_AUSSEN_03_MOV	VTZT10_035	01:29:01:08	01:29:09:17	1V,4A		
KREMS_MINORITENKIRCHE_AUSSEN_10_MOV	VTZT10_035	01:29:09:17	01:29:16:15	1V,4A		
KREMS_MINORITENKIRCHE_EINGANG_AUSSEN_5_MOV	VTZT10_042	01:29:16:15	01:29:22:03	1V,4A		
KREMS_MINORITENPLATZ_MINORITENKIRCHE_AUSSEN_3_MOV	VTZT10_036	01:29:22:03	01:29:29:21	1V,4A		
KREMS_MINORITENPLATZ_MINORITENKIRCHE_AUSSEN_6_MOV	VTZT10_036	01:29:29:21	01:29:33:03	1V,4A		
KREMS_KLANGRAUM_INNEN_INSTALLATION_FIREBIRD_15_MOV	VTZT10_036	01:29:33:03	01:29:35:00	1V,4A		
KREMS_KLANGRAUM_INNEN_INSTALLATION_FIREBIRD_3_MOV	VTZT10_036	01:29:35:00	01:29:40:10	1V,4A		
KREMS_KLANGRAUM_INNEN_INSTALLATION_FIREBIRD_12_MOV	VTZT10_036	01:29:40:10	01:29:51:06	1V,4A		
KREMS_KLANGRAUM_FIREBIRDS_INNEN_03_MOV	VTZT10_035	01:29:51:06	01:29:54:20	1V,4A		
unknown	Tape_001	01:29:51:18	01:29:51:18	1V,4A		
unknown	Tape_001	01:29:51:18	01:30:14:05	1V,4A		
KREMS_KLANGRAUM_FIREBIRDS_INNEN_08_MOV	VTZT10_035	01:29:54:20	01:29:58:08	1V,4A		
KREMS_KLANGRAUM_FIREBIRDS_INNEN_03_MOV	VTZT10_035	01:29:54:20	01:29:58:08	1V,4A		
KREMS_KLANGRAUM_FIREBIRDS_INNEN_18_MOV	VTZT10_035	01:29:58:08	01:30:01:12	1V,4A		
KREMS_KUNSTHALLE_INNEN_128_MOV	VTZT10_037	01:30:01:12	01:30:04:05	1V,4A		
KREMS_KUNSTHALLE_INNEN_41_MOV	VTZT10_036	01:30:04:05	01:30:08:08	1V,4A		
KREMS_KUNSTHALLE_INNEN_47_MOV	VTZT10_036	01:30:08:08	01:30:14:00	1V,4A		
KREMS_KUNSTHALLE_INNEN_49_MOV	VTZT10_036	01:30:14:00	01:30:19:11	1V,4A		
unknown	Tape_001	01:30:14:05	01:30:14:05	1V,4A		
unknown	Tape_001	01:30:14:05	01:30:23:01	1V,4A		
KREMS_KUNSTHALLE_INNEN_144_MOV	VTZT10_037	01:30:19:11	01:30:23:13	1V,4A		
unknown	Tape_001	01:30:23:01	01:30:23:01	1V,4A		
unknown	Tape_001	01:30:23:01	01:30:28:04	1V,4A		
KREMS_KUNSTHALLE_INNEN_146_MOV	VTZT10_037	01:30:23:13	01:30:27:19	1V,4A		
KREMS_KUNSTHALLE_INNEN_160_MOV	VTZT10_037	01:30:27:19	01:30:31:18	1V,4A		
unknown	Tape_001	01:30:28:04	01:30:28:04	1V,4A		
unknown	Tape_001	01:30:28:04	01:30:46:21	1V,4A		
KREMS_KUNSTHALLE_INNEN_157_MOV	VTZT10_037	01:30:31:18	01:30:36:05	1V,4A		
KREMS_KUNSTHALLE_INNEN_50_MOV	VTZT10_036	01:30:36:05	01:30:38:12	1V,4A		
KREMS_KUNSTHALLE_INNEN_50_MOV	VTZT10_036	01:30:38:12	01:30:40:10	1V,4A		
KREMS_KUNSTHALLE_INNEN_51_MOV	VTZT10_036	01:30:40:10	01:30:43:06	1V,4A		
KREMS_KUNSTHALLE_INNEN_176_MOV	VTZT10_037	01:30:43:06	01:30:46:05	1V,4A		
KREMS_KUNSTHALLE_INNEN_65_MOV	VTZT10_036	01:30:46:05	01:30:56:16	1V,4A		
unknown	Tape_001	01:30:46:21	01:30:46:21	1V,4A		
unknown	Tape_001	01:30:46:21	01:30:55:16	1V,4A		
unknown	Tape_001	01:30:55:16	01:30:55:16	1V,4A		
unknown	Tape_001	01:30:55:16	01:31:01:23	1V,4A		
KREMS_KUNSTHALLE_INNEN_67_MOV	VTZT10_036	01:30:56:16	01:31:01:23	1V,4A		
KREMS_KUNSTHALLE_INNEN_68_MOV	VTZT10_036	01:31:01:23	01:31:05:11	1V,4A		
KREMS_KUNSTHALLE_INNEN_64_MOV	VTZT10_036	01:31:05:11	01:31:11:15	1V,4A		
TEXT	Tape_001	01:31:11:15	01:31:15:11	1V,4A		
KREMS_UNIVERSITAET_AUSSEN20_MOV	VTZT10_012	01:31:15:11	01:31:18:09	1V,4A		
KREMS_UNIVERSITAET_AUSSEN71_MOV	VTZT10_013	01:31:18:09	01:31:21:08	1V,4A		
KREMS_UNIVERSITAET_AUSSEN54_MOV	VTZT10_012	01:31:21:08	01:31:24:20	1V,4A		
KREMS_UNIVERSITAET_AUSSEN64_MOV	VTZT10_012	01:31:24:20	01:31:28:00	1V,4A		
KREMS_UNIVERSITAET_AUSSEN33_MOV	VTZT10_012	01:31:28:00	01:31:31:02	1V,4A		
KREMS_UNIVERSITAET_AUSSEN31_MOV	VTZT10_012	01:31:31:02	01:31:34:02	1V,4A		
KREMS_UNIVERSITAET_AUSSEN29_MOV	VTZT10_012	01:31:34:02	01:31:36:23	1V,4A		
KREMS_UNIVERSITAET_AUSSEN69_MOV	VTZT10_013	01:31:36:23	01:31:39:10	1V,4A		
